"Places","SearchTerm","Latitude","Longitude"
"Houston County, GA","Houston+County,+GA",32.48751,-83.64494
"Irwin County, GA","Irwin+County,+GA",31.62079,-83.26809
"Jackson County, GA","Jackson+County,+GA",34.13054,-83.58582
"Jasper County, GA","Jasper+County,+GA",33.329,-83.69017
"Jeff Davis County, GA","Jeff+Davis+County,+GA",31.82123,-82.66582
"Jefferson County, GA","Jefferson+County,+GA",33.03728,-82.44495
"Jenkins County, GA","Jenkins+County,+GA",32.78034,-81.97804
"Johnson County, GA","Johnson+County,+GA",32.66594,-82.64232
"Jones County, GA","Jones+County,+GA",33.01376,-83.55688
"Lamar County, GA","Lamar+County,+GA",33.06717,-84.14536
"Lanier County, GA","Lanier+County,+GA",31.01447,-83.07525
"Laurens County, GA","Laurens+County,+GA",32.43154,-82.92289
"Lee County, GA","Lee+County,+GA",31.76919,-84.13646
"Liberty County, GA","Liberty+County,+GA",31.81638,-81.52656
"Lincoln County, GA","Lincoln+County,+GA",33.81071,-82.45002
"Long County, GA","Long+County,+GA",31.7762,-81.79693
"Lowndes County, GA","Lowndes+County,+GA",30.82799,-83.24584
"Lumpkin County, GA","Lumpkin+County,+GA",34.57971,-84.02704
"McDuffie County, GA","McDuffie+County,+GA",33.48548,-82.49549
"McIntosh County, GA","McIntosh+County,+GA",31.49526,-81.42094
"Macon County, GA","Macon+County,+GA",32.34635,-84.05118
"Madison County, GA","Madison+County,+GA",34.13628,-83.20631
"Marion County, GA","Marion+County,+GA",32.348,-84.52436
"Meriwether County, GA","Meriwether+County,+GA",33.03786,-84.70003
"Miller County, GA","Miller+County,+GA",31.1637,-84.73013
"Mitchell County, GA","Mitchell+County,+GA",31.26045,-84.17962
"Monroe County, GA","Monroe+County,+GA",33.02553,-83.8823
"Montgomery County, GA","Montgomery+County,+GA",32.15103,-82.53342
"Morgan County, GA","Morgan+County,+GA",33.62609,-83.5087
"Murray County, GA","Murray+County,+GA",34.78575,-84.74331
"Muscogee County, GA","Muscogee+County,+GA",32.49082,-84.86343
"Newton County, GA","Newton+County,+GA",33.55571,-83.84131
"Oconee County, GA","Oconee+County,+GA",33.83203,-83.41605
"Oglethorpe County, GA","Oglethorpe+County,+GA",33.86878,-83.09028
"Paulding County, GA","Paulding+County,+GA",33.9287,-84.88673
"Peach County, GA","Peach+County,+GA",32.56618,-83.8326
"Pickens County, GA","Pickens+County,+GA",34.46855,-84.48663
"Pierce County, GA","Pierce+County,+GA",31.36643,-82.22144
"Pike County, GA","Pike+County,+GA",33.08853,-84.38257
"Polk County, GA","Polk+County,+GA",33.99973,-85.18215
"Pulaski County, GA","Pulaski+County,+GA",32.25255,-83.48863
"Putnam County, GA","Putnam+County,+GA",33.32535,-83.34392
"Quitman County, GA","Quitman+County,+GA",31.88126,-85.01884
"Rabun County, GA","Rabun+County,+GA",34.85842,-83.45315
"Randolph County, GA","Randolph+County,+GA",31.77514,-84.78077
"Richmond County, GA","Richmond+County,+GA",33.38608,-82.09121
"Rockdale County, GA","Rockdale+County,+GA",33.65607,-84.01208
"Schley County, GA","Schley+County,+GA",32.29323,-84.3163
"Screven County, GA","Screven+County,+GA",32.7674,-81.62477
"Seminole County, GA","Seminole+County,+GA",30.89349,-84.85085
"Spalding County, GA","Spalding+County,+GA",33.26604,-84.26995
"Stephens County, GA","Stephens+County,+GA",34.57332,-83.27919
"Stewart County, GA","Stewart+County,+GA",32.07655,-84.84912
"Sumter County, GA","Sumter+County,+GA",32.05091,-84.2059
"Talbot County, GA","Talbot+County,+GA",32.70094,-84.5191
"Taliaferro County, GA","Taliaferro+County,+GA",33.58565,-82.85695
"Tattnall County, GA","Tattnall+County,+GA",32.05079,-82.04878
"Taylor County, GA","Taylor+County,+GA",32.55971,-84.24456
"Telfair County, GA","Telfair+County,+GA",31.96377,-82.91398
"Terrell County, GA","Terrell+County,+GA",31.79372,-84.43185
"Thomas County, GA","Thomas+County,+GA",30.86824,-83.90727
"Tift County, GA","Tift+County,+GA",31.46208,-83.51792
"Toombs County, GA","Toombs+County,+GA",32.13285,-82.32566
"Towns County, GA","Towns+County,+GA",34.89145,-83.72513
"Treutlen County, GA","Treutlen+County,+GA",32.40292,-82.54726
"Troup County, GA","Troup+County,+GA",33.04659,-85.0417
"Turner County, GA","Turner+County,+GA",31.70975,-83.62508
"Twiggs County, GA","Twiggs+County,+GA",32.67519,-83.44264
"Union County, GA","Union+County,+GA",34.81418,-83.96036
"Upson County, GA","Upson+County,+GA",32.84489,-84.29276
"Walker County, GA","Walker+County,+GA",34.78522,-85.32604
"Walton County, GA","Walton+County,+GA",33.76339,-83.74729
"Ware County, GA","Ware+County,+GA",31.01892,-82.36566
"Warren County, GA","Warren+County,+GA",33.43245,-82.70187
"Washington County, GA","Washington+County,+GA",32.9973,-82.79878
"Wayne County, GA","Wayne+County,+GA",31.5782,-81.91516
"Webster County, GA","Webster+County,+GA",32.07611,-84.53773
"Wheeler County, GA","Wheeler+County,+GA",32.11453,-82.76469
"White County, GA","White+County,+GA",34.65238,-83.76681
"Whitfield County, GA","Whitfield+County,+GA",34.80176,-84.98805
"Wilcox County, GA","Wilcox+County,+GA",31.98919,-83.44985
"Wilkes County, GA","Wilkes+County,+GA",33.79346,-82.7785
"Wilkinson County, GA","Wilkinson+County,+GA",32.79671,-83.15386
"Worth County, GA","Worth+County,+GA",31.58393,-83.83321
"Ada County, ID","Ada+County,+ID",43.45982,-116.22436
"Adams County, ID","Adams+County,+ID",44.85627,-116.54194
"Bannock County, ID","Bannock+County,+ID",42.63941,-112.16307
"Bear Lake County, ID","Bear+Lake+County,+ID",42.30142,-111.31616
"Benewah County, ID","Benewah+County,+ID",47.21828,-116.68473
"Bingham County, ID","Bingham+County,+ID",43.24477,-112.29779
"Blaine County, ID","Blaine+County,+ID",43.30446,-113.87841
"Boise County, ID","Boise+County,+ID",43.96922,-115.77135
"Bonner County, ID","Bonner+County,+ID",48.36875,-116.54256
"Bonneville County, ID","Bonneville+County,+ID",43.32291,-111.43376
"Boundary County, ID","Boundary+County,+ID",48.75047,-116.41729
"Butte County, ID","Butte+County,+ID",43.75936,-113.08145
"Camas County, ID","Camas+County,+ID",43.52835,-114.83583
"Canyon County, ID","Canyon+County,+ID",43.58537,-116.65262
"Caribou County, ID","Caribou+County,+ID",42.71887,-111.57888
"Cassia County, ID","Cassia+County,+ID",42.33789,-113.64405
"Clark County, ID","Clark+County,+ID",44.27174,-112.33311
"Clearwater County, ID","Clearwater+County,+ID",46.60021,-115.63523
"Custer County, ID","Custer+County,+ID",44.22401,-114.29315
"Elmore County, ID","Elmore+County,+ID",43.43313,-115.52915
"Franklin County, ID","Franklin+County,+ID",42.21407,-111.84641
"Fremont County, ID","Fremont+County,+ID",44.31919,-111.42071
"Gem County, ID","Gem+County,+ID",44.15569,-116.28618
"Gooding County, ID","Gooding+County,+ID",42.92393,-114.84058
"Idaho County, ID","Idaho+County,+ID",45.88922,-115.56079
"Jefferson County, ID","Jefferson+County,+ID",43.84078,-112.33621
"Jerome County, ID","Jerome+County,+ID",42.67308,-114.27435
"Kootenai County, ID","Kootenai+County,+ID",47.67878,-116.68285
"Latah County, ID","Latah+County,+ID",46.8363,-116.68458
"Lemhi County, ID","Lemhi+County,+ID",44.96805,-114.08917
"Lewis County, ID","Lewis+County,+ID",46.23053,-116.36002
"Lincoln County, ID","Lincoln+County,+ID",42.98212,-114.15434
"Madison County, ID","Madison+County,+ID",43.77612,-111.69162
"Minidoka County, ID","Minidoka+County,+ID",42.85937,-113.56359
"Nez Perce County, ID","Nez+Perce+County,+ID",46.24292,-116.82133
"Oneida County, ID","Oneida+County,+ID",42.24992,-112.54333
"Owyhee County, ID","Owyhee+County,+ID",42.83887,-116.24019
"Payette County, ID","Payette+County,+ID",43.9726,-116.83496
"Power County, ID","Power+County,+ID",42.71914,-112.81825
"Shoshone County, ID","Shoshone+County,+ID",47.50087,-116.00974
"Teton County, ID","Teton+County,+ID",43.74263,-111.22321
"Twin Falls County, ID","Twin+Falls+County,+ID",42.45646,-114.55356
"Valley County, ID","Valley+County,+ID",44.68358,-115.65695
"Washington County, ID","Washington+County,+ID",44.4958,-116.8625
"Adams County, IL","Adams+County,+IL",39.97858,-91.18646
"Alexander County, IL","Alexander+County,+IL",37.15287,-89.34781
"Bond County, IL","Bond+County,+IL",38.88446,-89.4466
"Boone County, IL","Boone+County,+IL",42.3237,-88.82305
"Brown County, IL","Brown+County,+IL",39.97245,-90.7125
"Bureau County, IL","Bureau+County,+IL",41.36692,-89.51075
"Calhoun County, IL","Calhoun+County,+IL",39.13435,-90.6557
"Carroll County, IL","Carroll+County,+IL",42.06417,-89.92576
"Cass County, IL","Cass+County,+IL",39.99905,-90.24651
"Champaign County, IL","Champaign+County,+IL",40.13986,-88.2018
"Christian County, IL","Christian+County,+IL",39.58594,-89.2796
"Clark County, IL","Clark+County,+IL",39.32258,-87.80373
"Clay County, IL","Clay+County,+IL",38.75717,-88.47723
"Clinton County, IL","Clinton+County,+IL",38.58089,-89.4237
"Coles County, IL","Coles+County,+IL",39.52976,-88.21665
"Cook County, IL","Cook+County,+IL",41.81392,-87.61546
"Crawford County, IL","Crawford+County,+IL",39.01399,-87.75885
"Cumberland County, IL","Cumberland+County,+IL",39.27497,-88.24052
"DeKalb County, IL","DeKalb+County,+IL",41.89099,-88.77137
"De Witt County, IL","De+Witt+County,+IL",40.166,-88.90753
"Douglas County, IL","Douglas+County,+IL",39.7659,-88.2205
"DuPage County, IL","DuPage+County,+IL",41.8397,-88.09092
"Edgar County, IL","Edgar+County,+IL",39.67979,-87.74946
"Edwards County, IL","Edwards+County,+IL",38.41311,-88.05658
"Effingham County, IL","Effingham+County,+IL",39.06354,-88.58344
"Fayette County, IL","Fayette+County,+IL",38.97715,-89.03171
"Ford County, IL","Ford+County,+IL",40.69807,-88.18047
"Franklin County, IL","Franklin+County,+IL",37.99421,-88.92445
"Fulton County, IL","Fulton+County,+IL",40.44932,-90.17709
"Gallatin County, IL","Gallatin+County,+IL",37.74456,-88.21607
"Greene County, IL","Greene+County,+IL",39.31978,-90.38051
"Grundy County, IL","Grundy+County,+IL",41.28553,-88.41808
"Hamilton County, IL","Hamilton+County,+IL",38.0815,-88.53912
"Hancock County, IL","Hancock+County,+IL",40.41615,-91.13859
"Hardin County, IL","Hardin+County,+IL",37.50051,-88.23773
"Henderson County, IL","Henderson+County,+IL",40.85293,-90.92057
"Henry County, IL","Henry+County,+IL",41.36697,-90.14528
"Iroquois County, IL","Iroquois+County,+IL",40.74806,-87.8255
"Jackson County, IL","Jackson+County,+IL",37.75861,-89.40982
"Jasper County, IL","Jasper+County,+IL",39.01089,-88.15448
"Jefferson County, IL","Jefferson+County,+IL",38.30072,-88.92363
"Jersey County, IL","Jersey+County,+IL",39.09268,-90.3704
"Jo Daviess County, IL","Jo+Daviess+County,+IL",42.35103,-90.18239
"Johnson County, IL","Johnson+County,+IL",37.44736,-88.8772
"Kane County, IL","Kane+County,+IL",41.93694,-88.43206
"Kankakee County, IL","Kankakee+County,+IL",41.14631,-87.88438
"Kendall County, IL","Kendall+County,+IL",41.59097,-88.42893
"Knox County, IL","Knox+County,+IL",40.9322,-90.21326
"Lake County, IL","Lake+County,+IL",42.32396,-87.68565
"LaSalle County, IL","LaSalle+County,+IL",41.27858,-88.87603
"Lawrence County, IL","Lawrence+County,+IL",38.71025,-87.71431
"Lee County, IL","Lee+County,+IL",41.74874,-89.28659
"Livingston County, IL","Livingston+County,+IL",40.86539,-88.58696
"Logan County, IL","Logan+County,+IL",40.12105,-89.37364
"McDonough County, IL","McDonough+County,+IL",40.45778,-90.67748
"McHenry County, IL","McHenry+County,+IL",42.32425,-88.45217
"McLean County, IL","McLean+County,+IL",40.51927,-88.86327
"Macon County, IL","Macon+County,+IL",39.85403,-88.98172
"Macoupin County, IL","Macoupin+County,+IL",39.26085,-89.92503
"Madison County, IL","Madison+County,+IL",38.82743,-89.85533
"Marion County, IL","Marion+County,+IL",38.65007,-88.91877
"Marshall County, IL","Marshall+County,+IL",41.03492,-89.3428
"Mason County, IL","Mason+County,+IL",40.24845,-89.85769
"Massac County, IL","Massac+County,+IL",37.20095,-88.69605
"Menard County, IL","Menard+County,+IL",40.03113,-89.78707
"Mercer County, IL","Mercer+County,+IL",41.19848,-90.75086
"Monroe County, IL","Monroe+County,+IL",38.30433,-90.14117
"Montgomery County, IL","Montgomery+County,+IL",39.26179,-89.42091
"Morgan County, IL","Morgan+County,+IL",39.69813,-90.17478
"Moultrie County, IL","Moultrie+County,+IL",39.61977,-88.64082
"Ogle County, IL","Ogle+County,+IL",42.04511,-89.31361
"Peoria County, IL","Peoria+County,+IL",40.74409,-89.76935
"Perry County, IL","Perry+County,+IL",38.08467,-89.35699
"Piatt County, IL","Piatt+County,+IL",40.03686,-88.60404
"Pike County, IL","Pike+County,+IL",39.62015,-90.91659
"Pope County, IL","Pope+County,+IL",37.33348,-88.5986
"Pulaski County, IL","Pulaski+County,+IL",37.20124,-89.15308
"Putnam County, IL","Putnam+County,+IL",41.21309,-89.31451
"Randolph County, IL","Randolph+County,+IL",38.0133,-89.83429
"Richland County, IL","Richland+County,+IL",38.70959,-88.09661
"Rock Island County, IL","Rock+Island+County,+IL",41.55471,-90.30389
"St. Clair County, IL","St.+Clair+County,+IL",38.43988,-89.93312
"Saline County, IL","Saline+County,+IL",37.75341,-88.54044
"Sangamon County, IL","Sangamon+County,+IL",39.74942,-89.70524
"Schuyler County, IL","Schuyler+County,+IL",40.13151,-90.62803
"Scott County, IL","Scott+County,+IL",39.65523,-90.47833
"Shelby County, IL","Shelby+County,+IL",39.43462,-88.74767
"Stark County, IL","Stark+County,+IL",41.10407,-89.8116
"Stephenson County, IL","Stephenson+County,+IL",42.35121,-89.66065
"Tazewell County, IL","Tazewell+County,+IL",40.53374,-89.54775
"Union County, IL","Union+County,+IL",37.46505,-89.25601
"Vermilion County, IL","Vermilion+County,+IL",40.17985,-87.73619
"Wabash County, IL","Wabash+County,+IL",38.4033,-87.85977
"Warren County, IL","Warren+County,+IL",40.84822,-90.61518
"Washington County, IL","Washington+County,+IL",38.3659,-89.42478
"Wayne County, IL","Wayne+County,+IL",38.4313,-88.42372
"White County, IL","White+County,+IL",38.07299,-88.16857
"Whiteside County, IL","Whiteside+County,+IL",41.75748,-89.9382
"Will County, IL","Will+County,+IL",41.46524,-87.889
"Williamson County, IL","Williamson+County,+IL",37.72985,-88.9296
"Winnebago County, IL","Winnebago+County,+IL",42.32535,-89.16905
"Woodford County, IL","Woodford+County,+IL",40.76106,-89.24252
"Adams County, IN","Adams+County,+IN",40.74546,-84.93665
"Allen County, IN","Allen+County,+IN",41.0937,-85.07025
"Bartholomew County, IN","Bartholomew+County,+IN",39.19299,-85.88422
"Benton County, IN","Benton+County,+IN",40.60628,-87.31123
"Blackford County, IN","Blackford+County,+IN",40.47278,-85.3261
"Boone County, IN","Boone+County,+IN",40.05159,-86.46858
"Brown County, IN","Brown+County,+IN",39.19629,-86.22627
"Carroll County, IN","Carroll+County,+IN",40.58431,-86.57271
"Cass County, IN","Cass+County,+IN",40.73605,-86.37367
"Clark County, IN","Clark+County,+IN",38.43695,-85.80161
"Clay County, IN","Clay+County,+IN",39.38768,-87.09091
"Clinton County, IN","Clinton+County,+IN",40.30455,-86.469
"Crawford County, IN","Crawford+County,+IN",38.2637,-86.42276
"Daviess County, IN","Daviess+County,+IN",38.69731,-87.09763
"Dearborn County, IN","Dearborn+County,+IN",39.12133,-84.9602
"Decatur County, IN","Decatur+County,+IN",39.29211,-85.49127
"DeKalb County, IN","DeKalb+County,+IN",41.26426,-85.18977
"Delaware County, IN","Delaware+County,+IN",40.22793,-85.39653
"Dubois County, IN","Dubois+County,+IN",38.36465,-86.87697
"Elkhart County, IN","Elkhart+County,+IN",41.59768,-85.8585
"Fayette County, IN","Fayette+County,+IN",39.657,-85.16774
"Floyd County, IN","Floyd+County,+IN",38.2995,-85.8933
"Fountain County, IN","Fountain+County,+IN",40.15918,-87.26419
"Franklin County, IN","Franklin+County,+IN",39.39745,-85.05705
"Fulton County, IN","Fulton+County,+IN",41.04096,-86.20657
"Gibson County, IN","Gibson+County,+IN",38.34938,-87.56817
"Grant County, IN","Grant+County,+IN",40.51605,-85.65497
"Greene County, IN","Greene+County,+IN",39.03713,-86.96139
"Hamilton County, IN","Hamilton+County,+IN",40.07251,-86.05227
"Hancock County, IN","Hancock+County,+IN",39.8215,-85.77499
"Harrison County, IN","Harrison+County,+IN",38.19047,-86.13419
"Hendricks County, IN","Hendricks+County,+IN",39.76243,-86.50685
"Henry County, IN","Henry+County,+IN",39.93178,-85.3884
"Howard County, IN","Howard+County,+IN",40.46959,-86.11917
"Huntington County, IN","Huntington+County,+IN",40.82923,-85.48847
"Jackson County, IN","Jackson+County,+IN",38.89785,-86.03711
"Jasper County, IN","Jasper+County,+IN",41.01145,-87.10343
"Jay County, IN","Jay+County,+IN",40.43955,-85.00525
"Jefferson County, IN","Jefferson+County,+IN",38.75003,-85.44317
"Jennings County, IN","Jennings+County,+IN",39.00146,-85.6208
"Johnson County, IN","Johnson+County,+IN",39.49013,-86.10128
"Knox County, IN","Knox+County,+IN",38.66095,-87.43005
"Kosciusko County, IN","Kosciusko+County,+IN",41.23937,-85.85337
"LaGrange County, IN","LaGrange+County,+IN",41.64165,-85.42595
"Lake County, IN","Lake+County,+IN",41.4612,-87.37289
"LaPorte County, IN","LaPorte+County,+IN",41.49874,-86.7276
"Lawrence County, IN","Lawrence+County,+IN",38.83953,-86.47955
"Madison County, IN","Madison+County,+IN",40.16165,-85.71931
"Marion County, IN","Marion+County,+IN",39.77987,-86.13939
"Marshall County, IN","Marshall+County,+IN",41.32541,-86.26208
"Martin County, IN","Martin+County,+IN",38.69966,-86.80326
"Miami County, IN","Miami+County,+IN",40.78092,-86.05483
"Monroe County, IN","Monroe+County,+IN",39.17329,-86.52678
"Montgomery County, IN","Montgomery+County,+IN",40.03994,-86.89391
"Morgan County, IN","Morgan+County,+IN",39.486,-86.46941
"Newton County, IN","Newton+County,+IN",40.97756,-87.40115
"Noble County, IN","Noble+County,+IN",41.39518,-85.42322
"Ohio County, IN","Ohio+County,+IN",38.966,-84.94126
"Orange County, IN","Orange+County,+IN",38.54129,-86.4952
"Owen County, IN","Owen+County,+IN",39.31935,-86.86979
"Parke County, IN","Parke+County,+IN",39.77897,-87.1926
"Perry County, IN","Perry+County,+IN",38.05378,-86.61088
"Pike County, IN","Pike+County,+IN",38.39173,-87.24031
"Porter County, IN","Porter+County,+IN",41.49013,-87.07519
"Posey County, IN","Posey+County,+IN",38.00105,-87.86107
"Pulaski County, IN","Pulaski+County,+IN",41.04092,-86.69913
"Putnam County, IN","Putnam+County,+IN",39.66846,-86.84975
"Randolph County, IN","Randolph+County,+IN",40.15714,-85.01155
"Ripley County, IN","Ripley+County,+IN",39.11171,-85.27184
"Rush County, IN","Rush+County,+IN",39.61994,-85.46635
"St. Joseph County, IN","St.+Joseph+County,+IN",41.59672,-86.27356
"Scott County, IN","Scott+County,+IN",38.69656,-85.74822
"Shelby County, IN","Shelby+County,+IN",39.52317,-85.79116
"Spencer County, IN","Spencer+County,+IN",37.99373,-87.01192
"Starke County, IN","Starke+County,+IN",41.3022,-86.61643
"Steuben County, IN","Steuben+County,+IN",41.64334,-85.00023
"Sullivan County, IN","Sullivan+County,+IN",39.0805,-87.41942
"Switzerland County, IN","Switzerland+County,+IN",38.80853,-85.01132
"Tippecanoe County, IN","Tippecanoe+County,+IN",40.38867,-86.89374
"Tipton County, IN","Tipton+County,+IN",40.31135,-86.05204
"Union County, IN","Union+County,+IN",39.62614,-84.92491
"Vanderburgh County, IN","Vanderburgh+County,+IN",37.99718,-87.57426
